name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,Die Mitte Oberwallis,Non/Nein,H,34,Visp,20220920095039
Claudia ALPIGER,ZUK-VS,Oui/Ja,F,33,Brig,20220920095039
Romano AMACKER,SVPO,Non/Nein,H,25,Westlich Raron,20220920095039
Maria ARNOLD-ESCHER,Die Mitte Oberwallis,Non/Nein,F,59,Brig,20220920095039
Peter BÄHLER,SVPO,Non/Nein,H,69,Goms,20220920095039
Gabrielle BARRAS,UDC,Non/Nein,F,59,Sion,20220920095039
Léonard BENDER,AC,Oui/Ja,H,54,Martigny,20220920095039
Philippe BENDER,VLR,Non/Nein,H,72,Martigny,20220920095039
Claudy BESSE,UDC,Non/Nein,H,58,Monthey,20220920095039
Jacques BLANC,AC,Oui/Ja,H,68,Hérens,20220920095039
Vincent BOAND,UDC,Non/Nein,H,37,Sion,20220920095039
Alex BONVIN,UDC,Non/Nein,H,63,Sierre,20220920095039
Nicolas BONVIN,Le Centre,Non/Nein,H,33,Sierre,20220920095039
Sophie BORNET,Le Centre,Non/Nein,F,54,Conthey,20220920095039
Gaël BOURGEOIS,PS-GC,Oui/Ja,H,39,Martigny,20220920095039
Hermann BRUNNER,CSPO,Oui/Ja,H,68,Westlich Raron,20220920095039
Michael BURGENER,Die Mitte Oberwallis,Non/Nein,H,41,Visp,20220920095039
Paul BURGENER,Die Mitte Oberwallis,Non/Nein,H,69,Visp,20220920095039
Peter BURRI,ZUK-VS,Oui/Ja,H,57,Visp,20220920095039
Mathieu CALOZ,VLR,Non/Nein,H,29,Sierre,20220920095039
Chantal CARLEN,Die Mitte Oberwallis,Non/Nein,F,30,Goms,20220920095039
Florence CARRON DARBELLAY,Le Centre,Oui/Ja,F,49,Martigny,20220920095039
Patricia CASAYS,Le Centre,Non/Nein,F,75,Monthey,20220920095039
Jean-Dominique CIPOLLA,UDC,Non/Nein,H,75,Martigny,20220920095039
Stéphane CLAVIEN,VLR,Oui/Ja,H,65,Sierre,20220920095039
Damien CLERC,Le Centre,Non/Nein,H,41,Conthey,20220920095039
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Oui/Ja,F,61,Sierre,20220920095039
Adeline CRETTENAND,VLR,Non/Nein,F,28,Martigny,20220920095039
Narcisse CRETTENAND,VLR,Non/Nein,H,67,Martigny,20220920095039
Blaise CRETTOL,AC,Oui/Ja,H,50,Sierre,20220920095039
Cilette CRETTON,AC,Oui/Ja,F,77,Martigny,20220920095039
Lucile CURDY,PS-GC,Oui/Ja,F,23,Conthey,20220920095039
