name,group,vote,Genre,Âge,District,affairVoteId
Matteo ABÄCHERLI,CVPO,Oui/Ja,H,32,Visp,20200903161306
Claudia ALPIGER,ZUK-VS,Non/Nein,F,31,Brig,20200903161306
Romano AMACKER,SVPO,Oui/Ja,H,23,Westlich Raron,20200903161306
Maria ARNOLD-ESCHER,CVPO,Oui/Ja,F,57,Brig,20200903161306
Peter BÄHLER,SVPO,Oui/Ja,H,67,Goms,20200903161306
Gabrielle BARRAS,UDC,Oui/Ja,F,57,Sion,20200903161306
Fabrice BENDER,VLR,Oui/Ja,H,51,St-Maurice,20200903161306
Léonard BENDER,AC,Non/Nein,H,52,Martigny,20200903161306
Philippe BENDER,VLR,Oui/Ja,H,70,Martigny,20200903161306
Claudy BESSE,UDC,Oui/Ja,H,56,Monthey,20200903161306
Vincent BOAND,UDC,Oui/Ja,H,35,Sion,20200903161306
Jean BONNARD,AC,Non/Nein,H,71,Sion,20200903161306
Alex BONVIN,UDC,Oui/Ja,H,61,Sierre,20200903161306
Nicolas BONVIN,PDC,Oui/Ja,H,31,Sierre,20200903161306
Sophie BORNET,PDC,Oui/Ja,F,52,Conthey,20200903161306
Gaël BOURGEOIS,AdG,Non/Nein,H,37,Martigny,20200903161306
Hermann BRUNNER,CSPO,Oui/Ja,H,66,Westlich Raron,20200903161306
Michael BURGENER,CVPO,Oui/Ja,H,39,Visp,20200903161306
Paul BURGENER,CVPO,Oui/Ja,H,67,Visp,20200903161306
Peter BURRI,ZUK-VS,Non/Nein,H,55,Visp,20200903161306
Mathieu CALOZ,VLR,Oui/Ja,H,27,Sierre,20200903161306
Chantal CARLEN,CVPO,Oui/Ja,F,28,Goms,20200903161306
Florine CARRON,LES VERTS,Non/Nein,F,42,Martigny,20200903161306
Florence CARRON DARBELLAY,PDC,Oui/Ja,F,47,Martigny,20200903161306
Patricia CASAYS,PDC,Oui/Ja,F,73,Monthey,20200903161306
Nicolas CHABLAIS,VLR,Oui/Ja,H,32,Monthey,20200903161306
Jean-Dominique CIPOLLA,UDC,Oui/Ja,H,73,Martigny,20200903161306
Stéphane CLAVIEN,VLR,Oui/Ja,H,63,Sierre,20200903161306
Damien CLERC,PDC,Oui/Ja,H,39,Conthey,20200903161306
Gabrielle CORNUT-ZUFFEREY,LES VERTS,Non/Nein,F,59,Sierre,20200903161306
Adeline CRETTENAND,VLR,Oui/Ja,F,26,Martigny,20200903161306
Narcisse CRETTENAND,VLR,Oui/Ja,H,65,Martigny,20200903161306
Blaise CRETTOL,AC,Non/Nein,H,48,Sierre,20200903161306
Cilette CRETTON,AC,Non/Nein,F,75,Martigny,20200903161306
Pierre DARBELLAY,PDC,Oui/Ja,H,32,Entremont,20200903161306
Olivier DERIVAZ,AdG,Non/Nein,H,56,Monthey,20200903161306
Ralph DESSIMOZ,PDC,Oui/Ja,H,56,Conthey,20200903161306
Arnaud DUBOIS,VLR,Oui/Ja,H,35,Monthey,20200903161306
Alain DUBOSSON,UDC,Oui/Ja,H,21,Monthey,20200903161306
Corinne DUC BONVIN,AdG,Non/Nein,F,53,Sierre,20200903161306
Sophie DUCREY,AC,Non/Nein,F,25,Monthey,20200903161306
Marius DUMOULIN,PDC,Oui/Ja,H,65,Sion,20200903161306
Jean-Marc DUPONT,AdG,Non/Nein,H,62,Martigny,20200903161306
Christian ESCHER,CSPO,Oui/Ja,H,41,Brig,20200903161306
Florian EVEQUOZ,AC,Non/Nein,H,39,Conthey,20200903161306
German EYER,ZUK-VS,Non/Nein,H,59,Brig,20200903161306
Florent FAVRE,PDC,Oui/Ja,H,26,Conthey,20200903161306
Sandro FONTANA,PDC,Oui/Ja,H,54,Monthey,20200903161306
Jérôme FORMAZ,UDC,Oui/Ja,H,44,Entremont,20200903161306
Sabine FOURNIER,LES VERTS,Non/Nein,F,45,St-Maurice,20200903161306
Damien FUMEAUX,UDC,Oui/Ja,H,22,Conthey,20200903161306
Pascale FUMEAUX,AC,Non/Nein,F,38,Conthey,20200903161306
Claudia GAILLARD MOREND,LES VERTS,Non/Nein,F,54,Hérens,20200903161306
Marc-Antoine GENOLET,UDC,Oui/Ja,H,56,Hérens,20200903161306
François GENOUD,VLR,Oui/Ja,H,68,Sierre,20200903161306
Géraldine GIANADDA,VLR,Non/Nein,F,53,Martigny,20200903161306
Géraldine GRANGES-GUENOT,UDC,Oui/Ja,F,45,Martigny,20200903161306
Vincent GÜNTHER,LES VERTS,Non/Nein,H,51,Martigny,20200903161306
Ida HÄFLIGER,CSPO,Oui/Ja,F,63,Visp,20200903161306
